"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Jesus Tinoco","TEX","7.84","4.35","1.80","0.87","21.4%","11.9%","9.5%",".164","1.06",".189","89.1%","56","106","121","2.18","4.23","-2.05","4.76","4.41","16300","622786"
"Drew Smyly","CHC","7.70","2.20","3.50","1.35","20.4%","5.8%","14.5%",".243","1.19",".275","78.5%","88","108","105","3.47","4.23","-0.76","4.18","4.06","11760","592767"
"Robert Stephenson","- - -","8.53","2.17","3.93","1.55","22.3%","5.7%","16.6%",".272","1.33",".317","60.9%","121","102","103","5.43","4.23","1.20","4.11","3.64","13594","596112"
"Carl Edwards Jr.","WSN","8.13","3.63","2.24","1.16","21.9%","9.8%","12.1%",".222","1.23",".259","83.6%","69","106","102","2.76","4.24","-1.48","4.09","3.88","13607","605218"
"Spenser Watkins","BAL","5.38","2.56","2.10","0.94","13.7%","6.5%","7.2%",".280","1.41",".308","68.3%","123","108","119","4.70","4.24","0.46","4.68","4.86","17489","657093"
"Joel Payamps","- - -","6.63","2.59","2.56","1.13","17.0%","6.6%","10.4%",".269","1.37",".303","79.2%","81","108","103","3.23","4.24","-1.01","4.07","3.86","14332","606303"
"Jordan Weems","WSN","9.30","2.72","3.42","1.59","24.7%","7.2%","17.5%",".227","1.18",".264","61.8%","130","106","99","5.22","4.25","0.97","3.97","3.44","13190","607179"
"Matt Wisler","TBR","7.16","2.86","2.50","1.23","19.9%","8.0%","11.9%",".185","1.00",".198","73.0%","60","111","125","2.25","4.25","-2.00","4.90","4.52","12804","605538"
"Ian Anderson","ATL","7.82","4.35","1.80","0.97","19.7%","11.0%","8.7%",".263","1.51",".313","69.8%","123","109","106","5.00","4.25","0.75","4.22","4.58","19951","666120"
"Vince Velasquez","CHW","8.24","2.99","2.76","1.31","21.6%","7.8%","13.8%",".233","1.23",".269","66.6%","122","104","114","4.78","4.25","0.52","4.48","4.06","11189","592826"
"Josh Staumont","KCR","10.27","6.93","1.48","0.72","24.4%","16.5%","8.0%",".253","1.75",".340","62.1%","159","108","127","6.45","4.25","2.20","4.99","4.67","18335","622251"
"Charlie Morton","ATL","10.73","3.30","3.25","1.47","28.2%","8.7%","19.5%",".230","1.23",".292","76.0%","107","109","90","4.34","4.26","0.09","3.60","3.48","4676","450203"
"Phil Bickford","LAD","9.89","2.07","4.79","1.77","27.1%","5.7%","21.5%",".229","1.10",".270","69.0%","119","105","90","4.72","4.26","0.46","3.57","2.96","18519","641360"
"Matt Festa","SEA","10.67","3.00","3.56","1.67","29.2%","8.2%","21.0%",".216","1.13",".264","75.5%","114","112","88","4.17","4.26","-0.09","3.47","2.97","19330","670036"
"Will Smith","- - -","9.92","3.81","2.60","1.37","24.9%","9.6%","15.3%",".248","1.41",".306","69.1%","99","109","104","3.97","4.26","-0.30","4.14","3.64","8048","519293"
"Jarlin Garcia","SFG","7.75","2.49","3.11","1.38","20.7%","6.7%","14.1%",".239","1.20",".270","69.2%","95","111","106","3.74","4.27","-0.53","4.25","3.78","18282","606424"
"Kyle Gibson","PHI","7.73","2.58","3.00","1.29","20.1%","6.7%","13.4%",".266","1.34",".308","67.7%","125","105","99","5.05","4.28","0.77","3.94","4.06","10123","502043"
"Tommy Hunter","NYM","8.87","2.42","3.67","1.61","23.4%","6.4%","17.0%",".239","1.21",".274","88.8%","62","108","99","2.42","4.28","-1.86","3.94","3.42","1157","488984"
"JT Chargois","TBR","6.85","2.01","3.40","1.21","19.8%","5.8%","14.0%",".203","0.94",".220","85.1%","65","112","98","2.42","4.28","-1.86","3.86","3.42","13767","608638"
"Jake Odorizzi","- - -","7.28","2.96","2.46","1.18","19.0%","7.7%","11.3%",".255","1.33",".292","69.1%","111","109","118","4.40","4.28","0.12","4.70","4.59","6397","543606"
"Davis Martin","CHW","6.82","2.70","2.53","1.14","17.8%","7.1%","10.8%",".255","1.29",".288","66.4%","123","105","112","4.83","4.28","0.55","4.42","4.40","21448","663436"
"Zack Kelly","BOS","7.24","2.63","2.75","1.32","18.6%","6.8%","11.9%",".255","1.32",".286","78.9%","96","108","110","3.95","4.28","-0.33","4.33","3.95","20349","677161"
"Michael Rucker","CHC","8.23","3.29","2.50","1.32","21.8%","8.7%","13.1%",".239","1.28",".278","76.5%","101","110","102","3.95","4.28","-0.33","4.09","3.81","19454","621074"
"Justin Grimm","OAK","6.46","4.11","1.57","0.59","15.5%","9.9%","5.6%",".290","1.63",".340","74.2%","110","113","134","4.11","4.29","-0.18","5.27","4.74","11720","518748"
"Mark Leiter Jr.","CHC","9.71","3.33","2.92","1.33","25.9%","8.9%","17.0%",".208","1.14",".251","74.3%","102","110","91","3.99","4.29","-0.30","3.62","3.36","15551","643410"
"Ken Waldichuk","OAK","8.57","2.60","3.30","1.30","22.6%","6.8%","15.8%",".242","1.21",".287","69.2%","132","113","108","4.93","4.30","0.64","4.26","3.95","27681","686610"
"Jeff Hoffman","CIN","9.07","4.63","1.96","1.01","22.8%","11.7%","11.2%",".234","1.41",".289","74.6%","89","101","126","3.83","4.30","-0.47","5.06","4.32","17432","656546"
"Nathan Eovaldi","BOS","8.48","1.65","5.15","1.73","22.4%","4.3%","18.0%",".262","1.23",".298","76.0%","94","109","87","3.87","4.30","-0.43","3.46","3.55","9132","543135"
"Louie Varland","MIN","7.27","2.08","3.50","1.38","19.8%","5.7%","14.2%",".263","1.23",".297","80.3%","98","110","105","3.81","4.30","-0.50","4.13","4.14","27691","686973"
"Wil Crowe","PIT","8.05","4.50","1.79","0.95","20.5%","11.4%","9.0%",".234","1.39",".279","70.6%","106","108","107","4.38","4.31","0.07","4.29","4.19","19800","640444"
"Michael Lorenzen","LAA","7.83","4.05","1.93","1.01","20.7%","10.7%","10.0%",".223","1.28",".262","71.3%","107","107","106","4.24","4.31","-0.07","4.20","4.43","14843","547179"
"Drew Smith","NYM","10.37","2.93","3.53","1.76","28.3%","8.0%","20.3%",".221","1.15",".264","89.1%","86","109","93","3.33","4.33","-1.00","3.72","3.12","17755","622098"
"Phil Maton","HOU","10.01","3.29","3.04","1.37","26.0%","8.5%","17.4%",".233","1.25",".289","73.7%","100","111","97","3.84","4.33","-0.49","3.82","3.33","18064","664208"
"Dakota Hudson","STL","5.03","3.93","1.28","0.58","13.1%","10.2%","2.9%",".268","1.45",".301","70.6%","112","110","121","4.45","4.34","0.11","4.82","5.11","19206","641712"
"Cody Morris","CLE","8.75","4.56","1.92","1.14","23.0%","12.0%","11.0%",".239","1.39",".290","86.8%","59","112","106","2.28","4.34","-2.06","4.19","4.44","25388","663752"
"Kutter Crawford","BOS","8.96","3.38","2.66","1.40","23.1%","8.7%","14.4%",".267","1.42",".322","66.2%","133","110","110","5.47","4.34","1.13","4.33","4.11","20531","676710"
"Julian Merryweather","TOR","7.76","2.36","3.29","1.35","19.3%","5.9%","13.4%",".282","1.43",".325","58.1%","176","110","109","6.75","4.35","2.40","4.29","3.75","16703","657240"
"Trevor Rogers","MIA","8.92","3.79","2.36","1.26","22.2%","9.4%","12.8%",".272","1.50",".330","66.9%","132","109","103","5.47","4.36","1.11","4.11","4.20","22286","669432"
"Reiss Knehr","SDP","6.59","2.63","2.50","0.66","16.9%","6.8%","10.2%",".216","1.10",".250","73.9%","102","110","134","3.95","4.36","-0.41","5.35","4.46","21541","663753"
"Steven Okert","MIA","11.05","4.56","2.42","1.23","28.5%","11.8%","16.7%",".181","1.17",".229","83.9%","72","109","104","2.98","4.36","-1.38","4.14","3.50","13580","595345"
"Hunter Greene","CIN","11.75","3.44","3.42","1.72","30.9%","9.0%","21.8%",".220","1.21",".281","76.3%","103","103","91","4.44","4.37","0.07","3.64","3.33","22182","668881"
"Tommy Kahnle","LAD","9.95","2.13","4.67","1.42","30.4%","6.5%","23.9%",".125","0.63",".125","85.4%","72","108","79","2.84","4.38","-1.53","3.14","2.31","11384","592454"
"Roansy Contreras","PIT","8.15","3.69","2.21","1.23","21.1%","9.6%","11.5%",".223","1.27",".257","74.4%","92","109","112","3.79","4.38","-0.59","4.48","4.41","22810","672710"
"Dustin May","LAD","8.70","4.20","2.07","0.90","22.8%","11.0%","11.8%",".194","1.17",".237","64.2%","114","108","105","4.50","4.38","0.12","4.21","4.21","19716","669160"
"Taylor Widener","ARI","7.27","2.60","2.80","1.04","17.1%","6.1%","11.0%",".297","1.56",".345","80.9%","89","113","134","3.63","4.38","-0.75","5.36","4.33","19266","642203"
"Yunior Marte","SFG","8.25","4.13","2.00","0.94","20.6%","10.3%","10.3%",".253","1.44",".307","63.2%","138","114","108","5.44","4.38","1.05","4.32","4.01","14416","628708"
"Jaime Barria","LAA","6.13","2.16","2.84","1.25","17.1%","6.0%","11.1%",".214","1.03",".227","80.5%","66","109","112","2.61","4.39","-1.78","4.39","4.13","18356","642545"
"Jose Cuas","KCR","8.12","5.73","1.42","0.48","18.9%","13.3%","5.6%",".260","1.67",".325","77.0%","88","111","124","3.58","4.39","-0.80","4.88","4.61","17701","621016"
"Jordan Lyles","BAL","7.24","2.61","2.77","1.31","18.6%","6.7%","11.9%",".275","1.39",".313","73.8%","116","112","112","4.42","4.40","0.03","4.39","4.36","7593","543475"
"Raynel Espinal","CIN","9.64","1.93","5.00","1.93","23.8%","4.8%","19.0%",".300","1.50",".357","53.6%","180","103","88","7.71","4.40","3.32","3.52","3.22","19516","642659"
"Gavin Hollowell","COL","10.29","5.14","2.00","1.29","25.0%","12.5%","12.5%",".250","1.57",".316","41.7%","169","105","127","7.71","4.40","3.32","5.08","4.29","25427","668970"
"Keegan Thompson","CHC","8.45","3.37","2.51","1.25","22.3%","8.9%","13.4%",".238","1.27",".282","76.2%","96","113","107","3.76","4.40","-0.64","4.26","4.05","19795","624522"
"Brent Suter","MIL","7.16","2.97","2.41","1.22","19.5%","8.1%","11.4%",".235","1.20",".265","72.4%","93","109","105","3.78","4.40","-0.62","4.18","3.96","13942","608718"
"Shane Baz","TBR","10.00","3.00","3.33","1.67","25.6%","7.7%","17.9%",".252","1.33",".306","73.3%","134","115","87","5.00","4.41","0.59","3.43","3.59","22264","669358"
"Matt Peacock","- - -","5.40","3.60","1.50","0.90","13.0%","8.7%","4.3%",".286","1.60",".314","68.5%","133","112","101","5.40","4.41","0.99","4.00","4.02","20339","676840"
"Reyes Moronta","- - -","9.08","4.30","2.11","1.19","23.6%","11.2%","12.4%",".213","1.27",".255","69.8%","107","110","120","4.30","4.41","-0.11","4.81","4.11","14966","606625"
"Roenis Elias","SEA","7.04","3.52","2.00","1.17","18.2%","9.1%","9.1%",".233","1.30",".261","81.4%","96","116","118","3.52","4.42","-0.90","4.65","4.25","12673","606273"
"Nick Pivetta","BOS","8.77","3.66","2.40","1.35","22.6%","9.4%","13.2%",".252","1.38",".300","75.3%","111","112","108","4.56","4.42","0.14","4.26","4.21","15454","601713"
"Zac Lowther","BAL","1.69","3.38","0.50","0.00","3.6%","7.1%","-3.6%",".320","1.88",".333","45.5%","220","113","184","8.44","4.42","4.01","7.20","6.04","20243","675912"
"Josh Fleming","TBR","7.46","3.09","2.42","1.29","17.2%","7.1%","10.1%",".346","1.89",".402","51.7%","172","116","91","6.43","4.43","2.00","3.58","3.41","20418","676596"
"Nick Martinez","SDP","8.04","3.47","2.32","1.27","21.2%","9.2%","12.1%",".238","1.29",".276","80.8%","90","111","101","3.47","4.43","-0.96","4.04","4.03","12730","607259"
"Eduardo Rodriguez","DET","7.12","3.36","2.12","1.19","18.4%","8.7%","9.7%",".245","1.33",".277","69.7%","105","114","112","4.05","4.43","-0.38","4.41","4.56","13164","593958"
"Jose Ruiz","CHW","10.09","4.90","2.06","1.34","25.7%","12.5%","13.2%",".228","1.42",".284","73.6%","118","109","105","4.60","4.43","0.17","4.14","3.87","14552","614179"
"Jandel Gustave","MIL","8.68","3.54","2.45","1.29","22.5%","9.2%","13.3%",".234","1.29",".276","77.2%","95","110","102","3.86","4.43","-0.58","4.06","3.69","14665","594311"
"Domingo German","NYY","7.22","2.36","3.05","1.37","19.5%","6.4%","13.1%",".236","1.16",".262","78.5%","93","110","110","3.61","4.44","-0.83","4.33","4.22","17149","593334"
"Nate Fisher","NYM","3.00","6.00","0.50","0.00","9.1%","18.2%","-9.1%",".111","1.00",".125","100.0%","0","112","172","0.00","4.45","-4.45","6.91","7.56","25512","688010"
"Trevor Gott","MIL","8.67","2.36","3.67","1.58","23.7%","6.5%","17.2%",".205","1.03",".227","64.4%","102","110","96","4.14","4.45","-0.31","3.82","3.34","15046","641627"
"Zach Plesac","CLE","6.84","2.60","2.63","1.30","17.6%","6.7%","10.9%",".259","1.32",".288","68.9%","112","114","112","4.31","4.45","-0.14","4.39","4.46","19979","668676"
"Dane Dunning","TEX","8.04","3.64","2.21","1.17","20.4%","9.2%","11.2%",".264","1.43",".313","74.4%","115","111","102","4.46","4.45","0.01","4.03","4.17","19409","641540"
"Collin Snider","KCR","5.77","3.93","1.47","0.79","14.6%","9.9%","4.6%",".299","1.60",".339","60.6%","161","113","114","6.55","4.45","2.10","4.48","4.49","23307","676092"
"Kyle Bradish","BAL","8.49","3.52","2.41","1.30","21.8%","9.0%","12.8%",".261","1.40",".311","70.2%","128","114","102","4.90","4.46","0.44","4.01","4.15","24586","680694"
"Corey Knebel","PHI","8.26","5.64","1.46","0.81","21.1%","14.4%","6.7%",".201","1.37",".244","71.4%","85","109","121","3.43","4.46","-1.03","4.85","4.69","15010","608349"
"Gregory Santos","SFG","4.91","7.36","0.67","0.00","11.8%","17.6%","-5.9%",".214","1.64",".250","66.7%","124","116","132","4.91","4.48","0.43","5.28","5.25","21894","666619"
"Aaron Sanchez","- - -","6.15","2.25","2.73","1.20","15.5%","5.7%","9.8%",".318","1.55",".357","59.9%","167","112","105","6.60","4.48","2.12","4.18","4.16","11490","592717"
"Nick Vespi","BAL","9.57","2.73","3.50","1.71","25.0%","7.1%","17.9%",".282","1.41",".343","83.9%","107","114","84","4.10","4.48","-0.38","3.30","3.20","21093","663989"
"Jhonathan Diaz","LAA","6.46","5.87","1.10","0.59","16.7%","15.2%","1.5%",".232","1.50",".273","83.3%","74","111","127","2.93","4.48","-1.55","4.99","5.45","20298","646242"
"Andrew Wantz","LAA","9.30","3.75","2.48","1.43","25.5%","10.3%","15.2%",".204","1.15",".240","84.0%","81","111","111","3.22","4.48","-1.26","4.39","3.79","24933","681806"
"Chris Archer","MIN","7.36","4.21","1.75","1.05","19.2%","11.0%","8.2%",".225","1.31",".259","67.7%","118","114","116","4.56","4.49","0.07","4.57","4.76","6345","502042"
"Tyler Matzek","ATL","7.42","5.98","1.24","0.62","19.6%","15.8%","3.8%",".170","1.26",".202","68.2%","86","115","140","3.50","4.49","-0.98","5.59","5.23","10058","554431"
"Robert Dugger","- - -","10.69","3.94","2.71","1.69","26.4%","9.7%","16.7%",".292","1.63",".372","68.8%","150","105","97","6.19","4.49","1.70","3.90","3.62","19191","667498"
"Konnor Pilkington","CLE","7.76","4.97","1.56","0.93","19.4%","12.4%","7.0%",".237","1.47",".280","72.5%","101","116","123","3.88","4.49","-0.61","4.86","4.93","21453","663455"
"Chris Flexen","SEA","6.21","3.33","1.86","1.11","16.1%","8.6%","7.5%",".246","1.33",".271","76.9%","102","118","128","3.73","4.49","-0.77","5.04","4.99","13896","623167"
"Javier Assad","CHC","7.17","4.78","1.50","0.96","18.1%","12.0%","6.0%",".240","1.46",".277","83.0%","79","115","123","3.11","4.49","-1.39","4.92","5.09","21741","665871"
"Michael Kopech","CHW","7.92","4.30","1.84","1.13","21.3%","11.5%","9.7%",".196","1.19",".223","74.2%","91","110","123","3.54","4.50","-0.95","4.83","4.73","17282","656629"
"Paul Fry","- - -","9.69","6.23","1.56","0.69","23.0%","14.8%","8.2%",".220","1.54",".286","58.3%","162","115","100","6.23","4.50","1.73","3.95","3.97","15832","643316"
"Eric Lauer","MIL","8.91","3.35","2.66","1.53","23.8%","8.9%","14.8%",".225","1.22",".260","79.0%","91","112","102","3.69","4.50","-0.81","4.08","4.07","19316","641778"
"Anthony Banda","- - -","10.13","4.39","2.31","1.35","22.2%","9.6%","12.6%",".358","2.10",".453","72.5%","167","113","113","6.75","4.50","2.25","4.49","3.94","14706","607455"
"Beau Sulser","- - -","7.66","3.63","2.11","1.21","19.2%","9.1%","10.1%",".270","1.48",".313","67.1%","92","114","109","3.63","4.50","-0.87","4.35","4.08","23420","676641"
"Brad Keller","KCR","6.57","3.67","1.79","1.10","16.5%","9.2%","7.3%",".274","1.50",".310","67.0%","125","114","110","5.09","4.50","0.59","4.35","4.57","15734","641745"
"Andres Machado","WSN","6.98","3.94","1.77","1.06","17.6%","10.0%","7.7%",".236","1.37",".267","69.7%","83","112","114","3.34","4.51","-1.17","4.55","4.42","14681","600921"
"Nick Neidert","MIA","5.40","0.00","3.00","1.80","15.0%","0.0%","15.0%",".250","1.00",".250","83.3%","87","113","93","3.60","4.51","-0.91","3.69","4.07","18699","663734"
"Kenny Rosenberg","LAA","6.75","5.06","1.33","0.84","17.0%","12.8%","4.3%",".220","1.41",".250","73.5%","107","112","141","4.22","4.52","-0.30","5.52","5.40","20009","670046"
"Tyler Wells","BAL","6.60","2.43","2.71","1.39","18.0%","6.6%","11.3%",".229","1.14",".246","72.7%","111","116","117","4.25","4.52","-0.27","4.60","4.53","20000","669330"
"Rony Garcia","DET","8.47","2.29","3.69","1.59","23.3%","6.3%","17.0%",".212","1.04",".235","67.6%","115","116","105","4.41","4.52","-0.11","4.15","3.79","20430","665621"
"Edwin Uceta","ARI","6.88","3.71","1.86","1.06","17.8%","9.6%","8.2%",".215","1.24",".240","52.1%","142","117","123","5.82","4.52","1.30","4.91","4.44","20539","670955"
"Sean Manaea","SDP","8.89","2.85","3.12","1.65","23.2%","7.5%","15.8%",".251","1.30",".291","67.5%","128","114","99","4.96","4.53","0.43","3.96","3.90","15873","640455"
"Alex Colome","COL","6.13","4.21","1.45","0.96","14.9%","10.2%","4.7%",".295","1.68",".333","59.7%","126","108","114","5.74","4.54","1.21","4.54","4.46","6661","517008"
"Austin Gomber","COL","6.86","2.45","2.79","1.44","18.0%","6.4%","11.5%",".278","1.37",".310","64.1%","122","108","105","5.56","4.54","1.02","4.19","4.24","16561","596295"
"Colin Poche","TBR","9.82","3.38","2.91","1.69","26.1%","9.0%","17.1%",".207","1.16",".238","72.8%","107","119","103","3.99","4.54","-0.56","4.05","3.49","19403","621363"
"Chris Devenski","- - -","7.36","0.61","12.00","1.84","17.9%","1.5%","16.4%",".323","1.50",".360","47.9%","211","116","103","8.59","4.54","4.05","4.11","3.55","12763","606965"
"Jose Berrios","TOR","7.80","2.35","3.31","1.52","19.8%","6.0%","13.8%",".286","1.42",".328","70.9%","136","116","107","5.23","4.55","0.68","4.21","4.13","14168","621244"
"Cristopher Sanchez","PHI","7.88","3.83","2.06","1.13","19.8%","9.6%","10.2%",".244","1.38",".284","65.4%","139","112","105","5.63","4.56","1.06","4.20","4.01","20778","650911"
"Aroldis Chapman","NYY","10.65","6.94","1.54","0.99","26.9%","17.5%","9.4%",".183","1.43",".238","73.8%","115","113","121","4.46","4.57","-0.11","4.77","4.53","10233","547973"
"Drew Steckenrider","SEA","6.28","3.14","2.00","1.26","14.7%","7.4%","7.4%",".333","1.81",".373","73.3%","155","121","117","5.65","4.58","1.07","4.62","4.56","18806","608716"
"Cole Sulser","MIA","10.06","4.24","2.38","1.59","25.5%","10.7%","14.8%",".293","1.62",".371","68.7%","128","115","93","5.29","4.58","0.71","3.73","3.65","15256","642121"
"Corbin Martin","ARI","8.46","4.84","1.75","1.21","20.8%","11.9%","8.9%",".281","1.66",".338","70.1%","118","119","117","4.84","4.59","0.25","4.70","4.59","19884","656686"
"Eric Stout","- - -","10.07","6.45","1.56","0.81","22.7%","14.5%","8.2%",".275","1.84",".359","70.4%","137","115","137","5.64","4.59","1.05","5.48","4.58","16873","657770"
"Edward Cabrera","MIA","9.42","4.14","2.27","1.26","25.8%","11.3%","14.4%",".177","1.07",".207","86.1%","73","115","103","3.01","4.59","-1.58","4.12","4.05","21690","665795"
"Jose Urquidy","HOU","7.34","2.08","3.53","1.59","19.7%","5.6%","14.1%",".242","1.17",".264","78.9%","103","118","110","3.94","4.60","-0.65","4.32","4.18","18413","664353"
"Charlie Culberson","TEX","0.00","4.50","0.00","0.00","0.0%","12.5%","-12.5%",".143","1.00",".143","100.0%","0","115","174","0.00","4.61","-4.61","6.83","7.39","3298","518586"
"Sam Coonrod","PHI","8.53","4.97","1.71","0.71","20.7%","12.1%","8.6%",".250","1.50",".314","48.5%","193","113","127","7.82","4.61","3.20","5.11","4.41","17264","656322"
"Andrew Kittredge","TBR","6.30","0.90","7.00","1.80","18.7%","2.7%","16.0%",".205","0.85",".200","87.7%","84","121","96","3.15","4.61","-1.46","3.79","3.51","12828","552640"
"Kirby Snead","OAK","7.05","4.43","1.59","1.01","16.7%","10.5%","6.2%",".301","1.75",".349","67.1%","156","121","130","5.84","4.61","1.23","5.11","4.67","19179","669912"
"Alex Faedo","DET","7.38","4.19","1.76","1.17","18.0%","10.2%","7.8%",".289","1.64",".335","69.4%","144","119","128","5.53","4.62","0.91","5.02","4.98","19874","656412"
"Daniel Lynch IV","KCR","8.34","3.55","2.35","1.44","20.3%","8.7%","11.7%",".285","1.57",".335","72.8%","126","118","109","5.13","4.63","0.50","4.30","4.34","21537","663738"
"James Kaprielian","OAK","6.58","3.96","1.66","1.07","17.0%","10.2%","6.8%",".236","1.34",".263","72.0%","113","122","129","4.23","4.63","-0.40","5.06","5.04","18331","621076"
"Brandon Hughes","CHC","10.61","3.28","3.24","1.72","28.5%","8.8%","19.7%",".198","1.09",".233","87.7%","80","119","95","3.12","4.64","-1.52","3.78","3.14","23460","676714"
"Zack Littell","SFG","7.92","2.64","3.00","1.62","20.5%","6.8%","13.7%",".273","1.38",".310","72.8%","129","121","104","5.08","4.65","0.43","4.14","3.75","15823","641793"
"Bailey Falter","PHI","7.93","1.82","4.35","1.71","21.2%","4.9%","16.3%",".261","1.21",".292","80.6%","95","114","103","3.86","4.65","-0.79","4.13","3.94","20070","663559"
"Cody Poteet","MIA","6.75","3.54","1.91","1.29","18.4%","9.6%","8.8%",".223","1.21",".244","77.5%","93","116","103","3.86","4.65","-0.79","4.11","4.22","18769","547001"
"Jose Urena","- - -","5.85","3.99","1.47","1.02","14.6%","10.0%","4.6%",".281","1.57",".312","66.1%","110","111","115","5.01","4.65","0.36","4.61","4.95","11589","570632"
"Trent Thornton","TOR","7.24","3.33","2.18","1.37","19.6%","9.0%","10.6%",".234","1.24",".260","76.8%","107","118","114","4.11","4.66","-0.55","4.48","4.20","17948","663423"
"Stephen Nogosek","NYM","8.59","2.86","3.00","1.64","22.1%","7.4%","14.7%",".230","1.23",".258","80.4%","63","117","113","2.45","4.66","-2.20","4.51","3.80","19545","668665"
"Dylan Bundy","MIN","6.04","1.80","3.36","1.54","15.8%","4.7%","11.1%",".268","1.28",".285","69.4%","126","119","119","4.89","4.66","0.22","4.70","4.65","12917","605164"
"Joey Krehbiel","BAL","7.02","2.81","2.50","1.40","18.4%","7.4%","11.1%",".238","1.23",".260","74.9%","102","120","110","3.90","4.67","-0.77","4.34","4.04","13707","607216"
"Foster Griffin","- - -","5.68","7.11","0.80","0.00","12.5%","15.6%","-3.1%",".269","1.89",".318","46.2%","210","119","149","8.53","4.69","3.83","5.86","5.81","16432","656492"
"Adam Kolarek","OAK","4.58","4.08","1.13","0.51","11.4%","10.1%","1.3%",".294","1.58",".328","74.3%","123","124","120","4.58","4.70","-0.11","4.72","4.04","10843","592473"
"German Marquez","COL","7.43","3.12","2.38","1.49","19.3%","8.1%","11.2%",".260","1.37",".291","68.1%","108","112","101","4.95","4.71","0.24","4.02","4.27","15038","608566"
"Cam Vieaux","PIT","15.58","5.19","3.00","2.08","31.3%","10.4%","20.8%",".357","2.31",".520","54.9%","251","118","95","10.38","4.73","5.66","3.78","3.08","19529","664944"
"Andrew Vasquez","- - -","10.38","4.15","2.50","1.04","25.6%","10.3%","15.4%",".188","1.15",".238","60.3%","162","121","108","6.23","4.73","1.50","4.25","3.48","19482","607755"
"Daniel Castano","MIA","5.05","2.27","2.22","1.26","12.8%","5.8%","7.1%",".290","1.43",".308","71.7%","98","118","109","4.04","4.74","-0.70","4.37","4.68","19805","641447"
"Dillon Peters","PIT","5.95","3.89","1.53","1.14","15.8%","10.3%","5.5%",".236","1.32",".256","71.1%","111","118","122","4.58","4.74","-0.16","4.89","4.85","18790","596071"
"Cole Sands","MIN","8.22","3.82","2.15","1.17","19.3%","9.0%","10.3%",".276","1.57",".326","67.5%","152","121","128","5.87","4.74","1.13","5.03","4.29","21461","663485"
"Chase De Jong","PIT","7.41","3.77","1.97","1.26","20.1%","10.2%","9.9%",".202","1.14",".222","86.3%","64","118","124","2.64","4.74","-2.11","4.96","4.38","15036","608328"
"Ryan Weathers","SDP","7.36","9.82","0.75","0.00","14.3%","19.0%","-4.8%",".353","2.73",".429","60.0%","253","119","159","9.82","4.75","5.07","6.36","6.46","23796","677960"
"Ryan Feltner","COL","7.77","3.24","2.40","1.48","19.6%","8.2%","11.4%",".263","1.41",".299","64.4%","127","113","111","5.83","4.76","1.07","4.43","4.38","21446","663372"
"Oliver Ortega","LAA","8.74","4.76","1.83","1.32","22.3%","12.2%","10.1%",".248","1.47",".297","75.0%","94","118","100","3.71","4.76","-1.05","3.94","4.03","21025","661383"
"Lucas Sims","CIN","6.75","8.10","0.83","0.00","16.1%","19.4%","-3.2%",".208","1.65",".263","41.7%","220","112","146","9.45","4.76","4.69","5.87","5.92","13470","608371"
"Albert Abreu","- - -","8.84","5.12","1.73","1.16","22.1%","12.8%","9.3%",".238","1.47",".288","84.9%","83","119","109","3.26","4.77","-1.51","4.31","4.16","17485","656061"
"Anthony Bender","MIA","7.91","3.72","2.13","1.40","21.8%","10.3%","11.5%",".246","1.29",".286","87.2%","79","119","92","3.26","4.77","-1.51","3.67","3.68","19742","669622"
"Ryan Yarbrough","TBR","6.86","2.48","2.77","1.35","17.2%","6.2%","11.0%",".273","1.38",".305","73.9%","120","125","121","4.50","4.77","-0.27","4.75","4.32","16502","642232"
"Hyun-Jin Ryu","TOR","5.33","1.33","4.00","1.67","14.2%","3.5%","10.6%",".294","1.33",".307","65.5%","147","122","108","5.67","4.78","0.89","4.24","4.46","14444","547943"
"Enoli Paredes","HOU","6.00","9.00","0.67","0.00","14.3%","21.4%","-7.1%",".273","2.00",".333","83.3%","78","123","147","3.00","4.78","-1.78","5.77","6.59","20447","660600"
"Kris Bubic","KCR","7.67","4.40","1.75","1.26","18.7%","10.7%","8.0%",".300","1.70",".352","68.8%","137","121","115","5.58","4.78","0.80","4.51","4.77","21455","663460"
"Hunter Strickland","CIN","8.66","4.76","1.82","1.16","21.1%","11.6%","9.5%",".250","1.51",".301","71.3%","114","112","124","4.91","4.78","0.13","4.96","4.34","7836","519326"
"Tyler Duffey","MIN","7.98","3.07","2.60","1.64","21.1%","8.1%","13.0%",".266","1.36",".303","74.3%","127","122","90","4.91","4.79","0.11","3.57","3.66","13758","608648"
"Luis Perdomo","MIL","4.56","1.14","4.00","1.52","12.5%","3.1%","9.4%",".261","1.14",".263","80.4%","94","119","95","3.80","4.80","-1.00","3.79","3.40","14682","606131"
"Humberto Castellanos","ARI","6.50","2.44","2.67","1.42","16.5%","6.2%","10.3%",".281","1.40",".309","65.8%","139","124","117","5.68","4.80","0.88","4.69","4.61","21183","528748"
"Touki Toussaint","LAA","9.24","6.75","1.37","0.71","24.1%","17.6%","6.5%",".176","1.34",".228","71.0%","117","119","121","4.62","4.81","-0.19","4.78","4.85","16929","657053"
